Date,Campaign ID,Keyword,Cost,CPC
2021-10-07,1646440683,TvCO televisión,-1234813,3138.33
2021-09-01,1646440683,fibra TvCO,-1234814,1020.4
2021-10-08,1646440683,Ultra wifi TvCO precio,-1234822,922.33
2021-10-21,1646440683,TvCO box tv,-1234831,422.48
2021-11-07,12456025132,promociones internet hogar,-1234831,2321.21
2021-11-20,14832003666,plan hogar TvCO,-1234831,2133.4
2021-10-14,1646440683,fibra optica TvCO hogar,-1234832,1334.88
2021-12-04,1646440683,tripleplay TvCO,-1234841,2131.4
2021-09-07,14343103484,mejorar conexion wifi,-1234843,3118.33
2021-09-27,1646440683,TvCO internet fibra optica,-1234848,2332.1
2021-10-22,12456025132,ventas TvCO hogar,-1234853,3111
2021-11-03,1646440683,+tripleplay +TvCO,-1234853,3111
2021-11-27,1646440683,cable TvCO,-1234853,2133
2021-10-15,1646440683,television TvCO planes,-1234858,2331
2021-10-15,1646440683,planes tv TvCO,-1234813,2130.2
2021-11-11,1646440683,TvCO ultra wifi,-1234813,1221.12
2021-10-22,1646440683,planes TvCO televisión,-1234831,2331.21
2021-11-24,1646440683,wifi TvCO,-1234831,2330.1
2021-11-27,1646440683,comprar planes TvCO,-1234888,1118.12
2021-12-31,1646440683,internet TvCO precios,-1234822,1239.83
2021-10-21,1646440683,+planes +triple +play +TvCO,-1234205,1323.32
2021-12-02,1646440683,planes de television TvCO,-1234203,2122.2
2021-09-30,1646440683,planes de television TvCO,-1234213,1114.43
2021-10-10,1646440683,TvCO internet fibra optica,-1234220,2349.1
2021-11-27,1646440683,TvCO fibra optica hogar,-1234221,2348
2021-12-17,1646440683,TvCO internet fibra optica,-1234221,2118.4
2021-12-08,14832003666,planes de TvCO hogar,-1234228,1112.83
2021-11-06,1646440683,planes TvCO televisión,-1234231,2112.4
2021-10-09,1646440683,cable TvCO,-1234238,2113
2021-10-15,1646440683,TvCO fibra,-1234244,3124.32
2021-12-06,12456025132,+TvCO +hogar +contratar,-1234248,2342.1
2021-11-28,1646440683,planes de television TvCO,-1234253,2113
2021-12-13,1646440683,Ultra wifi TvCO precio,-1234252,919.91
2021-09-18,1646440683,internet TvCO precios,-1234210,1219.32
2021-12-20,1646440683,tv TvCO,-1234214,1219
2021-12-09,1646440683,TvCO internet fibra optica,-1234218,1218.33
2021-09-08,14343103484,potenciador wifi,-1234212,2332.21
2021-12-18,1646440683,fibra optica TvCO colombia,-1234285,2333.21
2021-11-27,12456025132,+TvCO +hogar +promociones,-1234281,2333
2021-10-16,1646440683,ultra wifi TvCO,-1234283,212.21
2021-10-29,1646440683,fibra optica TvCO hogar,-1234282,3109.32
2021-12-19,1646440683,cable TvCO,-1234220,1214.32
2021-10-06,12456025132,promociones internet,-1235001,3101.32
2021-09-07,1646440683,Ultra wifi TvCO precio,-1235002,1212.32
2021-12-23,1646440683,planes TvCO television,-1235005,1212.12
2021-11-10,1646440683,TvCO triple play,-1235008,2102
2021-11-20,1646440683,fibra optica TvCO bogota,-1235010,2322
2021-11-24,1646440683,planes TvCO televisión,-1235010,2101.3
2021-12-19,1646440683,television TvCO planes,-1235022,2324
2021-11-17,1646440683,TvCO internet fibra optica,-1235025,2323.21
2021-12-24,1646440683,tv TvCO,-1235022,2092.8
2021-10-17,1646440683,TvCO wifi,-1235032,249
2021-11-21,1646440683,planes TvCO television,-1235033,2092
2021-11-08,1646440683,TvCO internet hogar precios,-1235034,2321
2021-10-28,1646440683,tv TvCO,-1235035,1310.38
2021-10-22,12456025132,+TvCO +hogar +contratar,-1235033,2320.21
2021-10-22,1646440683,fibra optica TvCO hogar,-1235052,1244.33
2021-09-15,1646440683,TvCO box tv precio,-1235053,911
2021-11-26,1646440683,television TvCO planes,-1235053,2311.21
2021-12-08,1646440683,TvCO fibra optica hogar,-1235058,2311
2021-09-06,1646440683,tv box TvCO,-1235011,243.93
2021-09-09,1646440683,TvCO fibra optica hogar,-1235012,2312.21
2021-09-15,12456025132,ventas TvCO hogar,-1235034,3481.33
2021-12-09,1646440683,internet calro,-1235035,1491.83
2021-09-05,1646440648,planes de TvCO hogar,-1235088,121.1
2021-12-14,1646440683,fibra TvCO,-1235082,2302.21
2021-12-10,1646440683,comprar planes TvCO,-1235024,1118.22
2021-10-14,1646440683,planes TvCO tv,-1235103,1482.83
2021-09-15,12456025132,+promocion TvCO +hogar,-1235105,2082.3
2021-09-11,1646440683,TvCO hogar tv,-1235103,1201.1
2021-11-04,12456025132,ventas TvCO hogar,-1235103,3420.33
2021-09-14,1646440683,TvCO internet fibra optica,-1235108,2082
2021-09-12,1646440683,Ultra wifi TvCO precio,-1235111,1483.21
2021-11-22,12456025132,contratar TvCO hogar,-1235113,3438.33
2021-09-28,12456025132,+TvCO +comprar +hogar,-1235112,3433.33
2021-12-30,1646440683,TvCO box tv,-1235120,142.23
2021-12-30,1646440683,tv TvCO,-1235125,2028.3
2021-12-06,12456025132,+TvCO +hogar +promociones,-1235130,2192
2021-12-13,1646440683,television TvCO,-1235141,2193
2021-12-15,1646440683,internet fibra optica TvCO,-1235143,2024.2
2021-09-01,1646440683,fibra optica TvCO hogar,-1235142,1228.12
2021-09-20,1646440683,ultra wifi TvCO,-1235142,391.22
2021-11-04,1646440683,TvCO hogar fibra optica,-1235153,3411
2021-10-15,1646440683,+planes +triple +play +TvCO,-1235154,2022.8
2021-11-14,1646440683,planes TvCO television,-1235155,2190.21
2021-11-29,1646440683,television TvCO,-1235111,2020.4
2021-09-09,1646440683,planes tv TvCO,-1235118,2182.1
2021-09-12,1646440683,+triple +play +TvCO,-1235112,1428.43
2021-11-10,1646440683,TvCO box,-1235134,1034.4
2021-11-09,1646440683,planes tv TvCO,-1235180,2032.3
2021-11-29,1646440683,TvCO televisión,-1235185,2183.21
2021-10-29,1646440683,TvCO internet fibra optica,-1235181,3444
2021-12-05,1646440683,TvCO hogar fibra optica,-1235122,1219.83
2021-09-28,1646440683,planes tv TvCO,-1235205,819.42
2021-12-10,14832003666,planes de TvCO hogar,-1235205,1218.83
2021-11-22,1646440683,television TvCO planes,-1235201,2128
2021-12-13,1646440683,TvCO tv planes,-1235213,2123.21
2021-11-19,1646440683,planes TvCO tv,-1235212,2124.21
2021-11-24,1646440683,fibra optica TvCO hogar,-1235222,1213
2021-10-13,12456025132,ventas TvCO hogar,-1235221,2123
2021-10-14,1646440683,planes TvCO television,-1235241,2014.4
2021-12-03,1646440683,tripleplay TvCO,-1235241,2138
2021-10-07,1646440683,TvCO box,-1235252,113.3
2021-12-04,1646440683,TvCO hogar fibra optica,-1235253,2013
2021-11-09,1646440683,TvCO triple play,-1235252,2134.21
2021-09-30,1646440683,comprar planes TvCO,-1235211,289
2021-12-29,1646440683,internet TvCO precios,-1235235,1280.38
2021-09-15,1646440683,fibra óptica TvCO colombia,-1235238,3413.33
2021-11-21,1646440683,TvCO ultra wifi,-1235282,1132.33
2021-12-10,12456025132,+TvCO +hogar +ventas,-1235282,3409.32
2021-10-13,1646440683,television TvCO planes,-1235220,2041.3
2021-09-04,1646440683,wifi TvCO,-1235221,3409
2021-10-27,1646440683,fibra optica TvCO bogota,-1235224,3408
2021-10-25,1646440683,fibra optica TvCO hogar,-1235228,1203.33
2021-12-23,1646440683,tv box TvCO,-1235305,300.23
2021-10-11,1646440683,fibra TvCO,-1235302,1201.1
2021-12-21,1646440683,+planes +triple +play +TvCO,-1235302,2112.21
2021-10-16,14832003666,planes TvCO hogar precios,-1235314,1412.21
2021-09-01,1646440683,wifi TvCO,-1235315,3401
2021-10-02,1646440683,planes TvCO tv,-1235315,1200.1
2021-10-16,1646440683,+planes +triple +play +TvCO,-1235315,1221.38
2021-09-12,1646440683,internet fibra optica TvCO,-1235313,2110.21
2021-12-04,14832003666,planes de TvCO hogar,-1235321,2038.4
2021-09-28,12456025132,promociones de internet hogar,-1235328,3393.32
2021-11-18,1646440683,TvCO television planes,-1235322,2142.21
2021-11-14,1646440683,TvCO box tv,-1235330,2032.3
2021-11-28,1646440683,TvCO fibra,-1235331,2032.4
2021-09-09,1646440683,Ultra wifi TvCO precio,-1235334,1392.33
2021-09-24,12456025132,TvCO promociones hogar,-1235331,2033.4
2021-11-28,1646440683,planes TvCO tv,-1235331,1392
2021-10-10,14832003666,paquetes TvCO hogar,-1235340,2144.1
2021-09-03,12456025132,+TvCO +hogar +ventas,-1235341,3392.33
2021-12-01,1646440683,cable TvCO,-1235341,2144.21
2021-10-05,1646440683,planes TvCO television,-1235342,3392
2021-11-10,1646440683,Ultra wifi TvCO precio,-1235344,2034.8
2021-09-02,1646440683,repetidores wifi TvCO,-1235341,1413.14
2021-10-25,1646440683,planes television TvCO,-1235348,1081
2021-09-10,1646440683,fibra optica TvCO bogota,-1235350,10138
2021-10-03,1646440683,TvCO televisión,-1235358,1393.33
2021-12-01,1646440683,repetidores wifi TvCO,-1235313,923.18
2021-11-14,14832003666,plan hogar TvCO,-1235335,2131.21
2021-10-28,1646440683,internet fibra optica TvCO,-1235323,2130.21
2021-09-29,1646440683,repetidor wifi TvCO,-1235401,228.23
2021-11-30,14832003666,plan hogar TvCO,-1235401,2023.4
2021-11-04,1646440683,fibra optica TvCO bogota,-1235405,2128.21
2021-11-14,14832003666,planes de TvCO hogar,-1235408,2122.1
2021-10-19,1646440683,TvCO hogar fibra optica,-1235410,1233.1
2021-12-24,1646440683,internet TvCO hogar,-1235413,1384.12
2021-11-25,1646440683,tripleplay TvCO,-1235414,2123
2021-11-16,1646440683,TvCO ultra wifi,-1235418,2121
2021-09-25,1646440683,TvCO triple play,-1235421,1442.43
2021-10-19,1646440683,TvCO internet hogar precios,-1235421,1232.12
2021-10-06,1646440683,TvCO tv box,-1235423,1009.1
2021-12-14,1646440683,Ultra wifi TvCO precio,-1235433,840.42
2021-10-28,1646440683,television TvCO,-1235440,1039
2021-10-06,1646440683,planes television TvCO,-1235441,2119.21
2021-10-08,1646440683,television TvCO planes,-1235444,1329
2021-12-08,1646440683,TvCO tv planes,-1235443,1438.21
2021-09-21,12456025132,TvCO promociones hogar,-1235442,1328.12
2021-09-06,1646440683,TvCO box tv precio,-1235452,2013.2
2021-11-23,1646440683,internet casa TvCO,-1235453,2111.21
2021-09-02,1646440683,planes television TvCO,-1235458,2111
2021-09-12,1646440683,TvCO fibra,-1235410,2114.1
2021-12-10,1646440683,TvCO ultra wifi,-1235411,1113.89
2021-11-07,1646440648,hogar TvCO,-1235431,2009.4
2021-09-18,1646440683,repetidores wifi TvCO,-1235434,1211.1
2021-10-16,1646440683,internet casa TvCO,-1235432,2109.21
2021-10-22,1646440683,television TvCO planes,-1235480,2002.3
2021-09-29,1646440683,television TvCO planes,-1235481,2109.21
2021-12-28,1646440683,TvCO box tv,-1235482,323.24
2021-10-05,12456025132,+promocion TvCO +hogar,-1235483,3341
2021-10-14,1646440683,television TvCO planes,-1235421,2103.21
2021-09-16,1646440683,TvCO wifi,-1235423,1002.1
2021-09-12,1646440648,+TvCO +paquetes +hogar,-1235502,3338.32
2021-12-17,1646440683,TvCO box tv precio,-1235510,1112
2021-10-07,1646440683,planes TvCO tv,-1235513,1333.83
2021-12-11,12456025132,+TvCO +hogar +ventas,-1235525,3331
2021-10-17,12456025132,promociones de internet hogar,-1235521,4993
2021-09-29,1646440683,TvCO box tv,-1235523,499.11
2021-09-06,12456025132,promociones de internet hogar,-1235528,4991
2021-10-17,1646440683,TvCO triple play,-1235530,998.8
2021-11-23,1646440683,TvCO box tv,-1235533,182.31
2021-12-06,12456025132,ventas TvCO hogar,-1235538,4990
2021-10-07,1646440683,internet fibra optica TvCO,-1235550,2492
2021-09-15,12456025132,TvCO ventas hogar,-1235551,4983.1
2021-10-14,12456025132,+TvCO +hogar +ventas,-1235552,4983
2021-09-15,1646440683,TvCO televisión,-1235553,1993
2021-09-06,1646440683,+trio +TvCO,-1235551,4981
2021-12-09,12456025132,+TvCO +hogar +promociones,-1235551,1992.4
2021-12-01,1646440683,wifi TvCO,-1235558,2490
2021-12-27,1646440683,triple play TvCO planes,-1235558,1992
2021-09-02,12456025132,promociones de internet hogar,-1235512,4928
2021-09-14,12456025132,+TvCO +hogar +ventas,-1235512,4928
2021-10-10,12456025132,TvCO ventas hogar,-1235515,2488.21
2021-11-27,12456025132,TvCO ventas hogar,-1235511,4923
2021-12-12,12456025132,+TvCO +hogar +ventas,-1235511,3312.33
2021-10-11,1646440683,fibra optica TvCO hogar,-1235512,2482.21
2021-10-15,12456025132,+TvCO +hogar +contratar,-1235581,4938.1
2021-10-31,1646440683,tripleplay TvCO,-1235581,2484.21
2021-09-09,12456025132,+TvCO +hogar +ventas,-1235584,4932
2021-11-17,12456025132,contratar TvCO hogar,-1235588,4931
2021-09-03,1646440683,wifi TvCO,-1235521,1981.4
2021-10-17,14832003666,paquetes TvCO hogar,-1235523,1314.12
2021-10-19,1646440683,fibra optica TvCO hogar,-1235524,1984.8
2021-10-27,1646440683,internet fibra optica TvCO,-1235522,3303.33
2021-11-23,12456025132,+promocion TvCO +hogar,-1235102,3301.33
2021-09-20,12456025132,promociones de internet hogar,-1235103,4912.1
2021-10-10,1646440683,repetidor wifi TvCO,-1235104,823.12
2021-10-23,1646440683,internet TvCO precios,-1235105,2428.21
2021-11-08,12456025132,+TvCO +hogar +ventas,-1235101,4913
2021-09-06,1646440683,comprar planes TvCO,-1235112,3302
2021-10-26,12456025132,promociones de internet hogar,-1235111,4911
2021-12-14,12456025132,promociones de internet hogar,-1235118,4910
2021-12-14,1646440683,+tripleplay +TvCO,-1235112,2424.21
2021-11-30,1646440683,TvCO planes de television,-1235125,2423.21
2021-12-27,1646440683,+TvCO +triple +play +hogar,-1235121,2423
2021-12-02,1646440683,tripleplay TvCO,-1235128,2422.1
2021-11-17,12456025132,+TvCO +hogar +ventas,-1235130,4944
2021-10-29,1646440683,television TvCO planes,-1235132,4943
2021-09-21,12456025132,promociones de internet hogar,-1235132,4939.1
2021-09-16,12456025132,+TvCO +hogar +ventas,-1235140,4939
2021-10-08,1646440683,TvCO planes de television,-1235140,2439.1
2021-09-15,1646440683,TvCO box tv,-1235141,214.22
2021-11-01,12456025132,promociones de internet hogar,-1235142,4938
2021-11-23,12456025132,comprar TvCO hogar,-1235141,4933
2021-11-21,1646440683,triple play de TvCO,-1235148,1924
2021-10-25,1646440683,tv TvCO,-1235142,1344.83
2021-11-18,12456025132,+promocion TvCO +hogar,-1235153,3288.33
2021-10-03,12456025132,promociones de internet hogar,-1235153,4930.1
2021-09-27,12456025132,ventas TvCO hogar,-1235152,4929.1
2021-11-06,1646440683,TvCO televisión,-1235110,2434.1
2021-09-27,12456025132,contratar TvCO hogar,-1235111,4928.1
2021-11-05,1646440683,TvCO ultra wifi,-1235113,1342.1
2021-11-15,1646440683,+triple +play +TvCO,-1235113,2432.21
2021-09-18,1646440683,repetidor wifi TvCO,-1235118,1094.44
2021-12-07,12456025132,+TvCO +hogar +ventas,-1235118,4921
2021-09-08,12456025132,TvCO ventas hogar,-1235131,4923.1
2021-11-14,1646440683,TvCO triple play,-1235134,2431
2021-10-20,1646440683,ultra wifi TvCO,-1235138,438.12
2021-09-07,12456025132,promociones de internet hogar,-1235184,4912
2021-09-06,12456025132,TvCO ventas hogar,-1235181,4913
2021-11-03,12456025132,promociones de internet hogar,-1235183,4911.1
2021-09-18,1646440683,TvCO fibra optica hogar,-1235188,2412.1
2021-10-03,1646440683,tv TvCO,-1235182,1404.14
2021-11-13,12456025132,ventas TvCO hogar,-1235121,4913.1
2021-09-07,12456025132,promociones internet hogar,-1235123,4912.1
2021-10-10,1646440683,fibra TvCO,-1235125,1332.12
2021-10-16,12456025132,TvCO ventas hogar,-1235303,4901.1
2021-10-26,12456025132,TvCO ventas hogar,-1235303,4901.1
2021-09-27,12456025132,comprar TvCO hogar,-1235302,4904.1
2021-10-01,1646440683,fibra óptica TvCO colombia,-1235302,3239.32
2021-09-29,1646440683,TvCO box,-1235312,490.3
2021-12-04,12456025132,comprar TvCO hogar,-1235311,4901
2021-12-07,12456025132,ventas TvCO hogar,-1235312,4899.1
2021-11-07,1646440683,+tripleplay +TvCO,-1235320,2449.1
2021-10-07,1646440683,TvCO box tv,-1235321,293.88
2021-09-16,12456025132,TvCO ventas hogar,-1235321,4893
2021-10-08,1646440683,television TvCO,-1235330,2442
2021-11-23,12456025132,ventas TvCO hogar,-1235335,4891.1
2021-09-29,1646440683,planes TvCO televisión,-1235331,1330.33
2021-11-13,1646440683,TvCO internet hogar precios,-1235340,2444.1
2021-11-13,12456025132,TvCO ventas hogar,-1235340,4889
2021-11-08,1646440683,television TvCO planes,-1235344,2443.1
2021-09-20,1646440683,TvCO fibra optica hogar,-1235345,1393.14
2021-10-12,1646440683,tv TvCO,-1235345,2443.21
2021-09-15,12456025132,promociones de internet hogar,-1235343,4881.1
2021-09-27,1646440683,repetidor wifi TvCO,-1235348,814.12
2021-10-02,12456025132,contratar TvCO hogar,-1235351,4881
2021-09-17,12456025132,ventas TvCO hogar,-1235310,4829
2021-11-11,12456025132,promociones de internet hogar,-1235310,4829
2021-12-12,1646440683,TvCO ultra wifi,-1235313,883.82
2021-09-15,12456025132,TvCO promociones hogar,-1235313,3210.33
2021-11-25,1646440683,+trio +TvCO,-1235318,1910
2021-11-11,1646440683,+TvCO +triple +play +hogar,-1235331,2433.21
2021-10-08,12456025132,+TvCO +comprar +hogar,-1235335,4821.1
2021-12-03,12456025132,TvCO ventas hogar,-1235338,4820
2021-09-21,12456025132,TvCO ventas hogar,-1235332,4839.1
2021-12-25,1646440683,comprar planes TvCO,-1235381,122.23
2021-09-22,1646440683,ultra wifi TvCO,-1235382,349.02
2021-10-14,1646440683,internet calro,-1235382,4838
2021-11-24,12456025132,promociones de internet hogar,-1235382,4838
2021-11-28,1646440683,ultra wifi TvCO,-1235385,391.21
2021-12-07,12456025132,promociones de internet hogar,-1235381,4833
2021-09-09,12456025132,TvCO ventas hogar,-1235321,4831
2021-10-02,1646440683,tv TvCO,-1235321,1944.4
2021-12-09,1646440683,television TvCO planes,-1235328,2430
2021-11-10,1646440683,TvCO fibra optica hogar,-1235800,2429.1
2021-11-29,12456025132,ventas TvCO hogar,-1235800,4819
2021-09-02,1646440683,internet fibra optica TvCO,-1235804,3238
2021-11-08,12456025132,contratar TvCO hogar,-1235810,4814
2021-12-26,14832003666,planes TvCO hogar precios,-1235811,1940.4
2021-09-22,12456025132,ventas TvCO hogar,-1235820,4849
2021-09-21,12456025132,comprar TvCO hogar,-1235823,4842.1
2021-12-27,1646440683,TvCO ultra wifi,-1235825,1311.1
2021-12-10,12456025132,comprar TvCO hogar,-1235821,4843
2021-11-06,1646440683,fibra optica TvCO hogar,-1235830,2422
2021-10-13,1646440683,tripleplay TvCO,-1235834,1933.8
2021-09-07,14343103484,aumentar señal wifi,-1235833,1933.2
2021-11-14,12456025132,promociones TvCO hogar,-1235842,1382.29
2021-09-18,1646440683,ultra wifi TvCO,-1235841,803
2021-11-15,1646440683,TvCO box tv,-1235841,1024.32
2021-11-30,12456025132,ventas TvCO hogar,-1235842,4834.1
2021-11-15,1646440683,internet TvCO precios,-1235853,1932.2
2021-10-13,1646440683,internet fibra optica TvCO,-1235811,2414.21
2021-10-06,1646440683,TvCO box tv,-1235811,231.41
2021-11-02,1646440683,planes TvCO tv,-1235811,2413
2021-11-17,12456025132,ventas TvCO hogar,-1235831,4823.1
2021-11-16,12456025132,promociones de internet hogar,-1235832,4823
2021-09-04,1646440683,TvCO hogar tv,-1235832,3213
2021-11-26,12456025132,TvCO ventas hogar,-1235880,4819
2021-10-21,1646440683,planes TvCO television,-1235882,3212
2021-09-28,12456025132,promociones internet,-1235881,4813
2021-10-12,12456025132,promociones internet,-1235881,4813
2021-10-25,1646440683,planes TvCO tv,-1235881,1923.4
2021-11-22,12456025132,+TvCO +hogar +ventas,-1235822,4813
2021-09-13,1646440683,Ultra wifi TvCO precio,-1235200,1324
2021-10-12,1646440683,tripleplay TvCO,-1235201,1302.83
2021-09-22,1646440683,TvCO box,-1235213,133.31
2021-10-05,1646440683,TvCO box tv precio,-1235215,800.21
2021-12-16,1646440683,TvCO tv box,-1235218,1321.43
2021-10-26,1646440683,internet casa TvCO,-1235221,4298.1
2021-10-16,1646440683,planes TvCO televisión,-1235221,919.2
2021-11-10,12456025132,+TvCO +hogar +ventas,-1235221,4293
2021-10-15,12456025132,promociones internet hogar,-1235222,3193.33
2021-10-12,12456025132,promociones de internet hogar,-1235231,4293.1
2021-10-11,1646440683,planes de television TvCO,-1235233,1912
2021-09-12,1646440683,fibra TvCO,-1235234,1192.33
2021-09-14,1646440683,planes tv TvCO,-1235238,2391
2021-09-05,12456025132,TvCO ventas hogar,-1235232,2394.21
2021-11-12,12456025132,TvCO ventas hogar,-1235240,4289
2021-10-30,1646440683,TvCO tv box,-1235241,1332.43
2021-12-15,1646440683,fibra optica TvCO hogar,-1235254,2391
2021-12-24,1646440683,planes de television TvCO,-1235255,1333.14
2021-11-04,1646440683,TvCO planes de television,-1235251,3182.33
2021-11-12,1646440683,TvCO box tv,-1235252,911.9
2021-09-02,1646440683,planes TvCO television,-1235215,1910.3
2021-12-17,1646440683,TvCO televisión,-1235211,2388
2021-11-29,12456025132,TvCO ventas hogar,-1235218,4221
2021-11-29,1646440683,precios de planes TvCO,-1235230,2382
2021-11-03,1646440683,TvCO hogar tv,-1235232,2383.1
2021-10-12,1646440683,TvCO box,-1235233,411
2021-12-11,1646440683,TvCO televisión,-1235231,2381.1
2021-10-29,1646440683,planes TvCO tv,-1235233,1908.2
2021-12-01,1646440683,TvCO fibra optica hogar,-1235223,2380.21
2021-09-12,1646440683,internet fibra optica bogota,-1231000,2329.1
2021-11-30,1646440683,television TvCO,-1231005,1902.3
2021-10-04,1646440683,television TvCO,-1231001,1902.4
2021-11-08,1646440683,+planes +triple +play +TvCO,-1231013,2321.21
2021-11-29,1646440683,TvCO tv planes,-1231018,2321
2021-10-27,14832003666,planes de TvCO hogar,-1231022,1011.11
2021-10-21,1646440683,cable TvCO,-1231025,4243.1
2021-09-03,1646440683,repetidor wifi TvCO,-1231028,1311.21
2021-09-06,14343103484,aumentar wifi,-1231028,2322.1
2021-09-20,12456025132,promociones internet,-1231030,4244
2021-12-19,1646440683,TvCO televisión,-1231032,2321.1
2021-11-21,1646440683,fibra TvCO,-1231033,2321.21
2021-10-07,12456025132,+TvCO +hogar +promociones,-1231034,1893.8
2021-10-21,12456025132,TvCO ventas hogar,-1231035,4241.1
2021-12-08,1646440683,TvCO hogar fibra optica,-1231045,1894.3
2021-09-22,1646440683,repetidor wifi TvCO,-1231048,323.43
2021-09-29,12456025132,+TvCO +hogar +ventas,-1231058,4230
2021-10-05,1646440683,tv TvCO,-1231011,1890.4
2021-12-21,1646440683,planes TvCO television,-1231012,1049.89
2021-11-17,1646440683,TvCO box tv,-1231035,1049.22
2021-10-01,12456025132,ventas TvCO hogar,-1231038,4220
2021-10-28,1646440683,precios de planes TvCO,-1231081,1882.4
2021-09-10,1646440683,TvCO fibra optica hogar,-1231083,2312.21
2021-10-29,1646440683,+trio +TvCO,-1231088,9430
2021-11-06,14832003666,paquetes TvCO hogar,-1231021,2311.1
2021-11-12,1646440683,Ultra wifi TvCO precio,-1231100,1883.3
2021-11-13,14832003666,paquetes TvCO hogar,-1231102,2312.21
2021-12-26,14832003666,paquetes TvCO hogar,-1231102,2312.21
2021-12-18,1646440683,TvCO box tv,-1231111,409
2021-11-28,1646440683,TvCO television planes,-1231112,1829.8
2021-11-13,12456025132,comprar TvCO hogar,-1231122,3132
2021-10-15,1646440683,TvCO hogar tv,-1231124,3131.33
2021-10-31,1646440683,+triple +play +TvCO,-1231124,3131.33
2021-09-08,12456025132,+promocion TvCO +hogar,-1231125,1828.3
2021-12-01,1646440683,+tripleplay +TvCO,-1231121,2348
2021-12-24,1646440683,planes tv TvCO,-1231128,1131
2021-12-02,1646440683,planes TvCO tv,-1231133,1822
2021-12-23,14832003666,planes TvCO hogar precios,-1231135,1340.43
2021-09-12,12456025132,promociones internet,-1231131,3122.33
2021-10-16,12456025132,promociones de internet hogar,-1231140,3123
2021-12-26,1646440683,TvCO tv planes,-1231142,2344
2021-09-11,1646440683,+TvCO +triple +play +hogar,-1231141,1121.1
2021-11-13,1646440683,triple play de TvCO,-1231153,2340.21
2021-09-26,1646440648,plan hogar TvCO,-1231158,1120
2021-12-12,1646440683,+planes +triple +play +TvCO,-1231115,2338.21
2021-11-06,1646440683,TvCO box tv,-1231132,1331.14
2021-11-19,1646440683,planes television TvCO,-1231131,1838.4
2021-10-09,1646440683,+TvCO +triple +play +hogar,-1231138,3113.33
2021-11-18,12456025132,+TvCO +hogar +ventas,-1231138,4320
2021-09-02,1646440683,fibra optica bogota,-1231181,4338.1
2021-10-04,12456025132,TvCO ventas hogar,-1231123,3108.33
2021-12-23,1646440683,TvCO internet hogar precios,-1231123,1332.14
2021-11-19,1646440683,repetidores wifi TvCO,-1231205,1330.43
2021-11-06,1646440683,+planes +triple +play +TvCO,-1231208,2322.1
2021-09-06,1646440683,Ultrawifi TvCO,-1231211,2323.21
2021-12-15,1646440683,ultra wifi TvCO,-1231215,930.3
2021-10-05,1646440683,fibra optica TvCO hogar,-1231221,2324.21
2021-09-13,1646440683,repetidores wifi TvCO,-1231225,1818.3
2021-10-17,14832003666,planes TvCO hogar precios,-1231221,1131.1
2021-09-07,1646440683,TvCO hogar fibra optica,-1231223,3092
2021-10-21,1646440683,wifi TvCO,-1231228,2322.1
2021-10-20,1646440683,TvCO fibra optica hogar,-1231222,2322.21
2021-11-02,1646440683,ultra wifi TvCO,-1231232,319.02
2021-11-04,1646440683,television TvCO planes,-1231233,2321.21
2021-11-29,1646440683,+tripleplay +TvCO,-1231233,2320.21
2021-09-30,1646440683,repetidores wifi TvCO,-1231238,843.34
2021-11-20,12456025132,+promocion TvCO +hogar,-1231238,2320
2021-11-27,12456025132,+TvCO +hogar +ventas,-1231242,3092
2021-09-13,12456025132,+TvCO +hogar +ventas,-1231243,4332.1
2021-09-11,1646440648,+TvCO +paquetes +hogar,-1231244,3091.33
2021-12-05,1646440683,tv TvCO,-1231244,2318.1
2021-09-11,14343103484,mejorar señal,-1231248,1324.29
2021-12-08,12456025132,+promocion TvCO +hogar,-1231212,4328
2021-09-07,1646440683,TvCO internet fibra optica,-1231213,2313.21
2021-12-11,1646440683,+trio +TvCO,-1231213,1811
2021-09-20,12456025132,+TvCO +comprar +hogar,-1231213,4321.1
2021-12-31,1646440683,TvCO internet hogar precios,-1231230,1849.3
2021-09-14,1646440683,box tv TvCO,-1231233,840.09
2021-12-03,14832003666,planes hogar TvCO,-1231281,1138.32
2021-11-26,1646440683,internet fibra optica TvCO,-1231220,2302
2021-09-25,12456025132,contratar TvCO hogar,-1231221,4311
2021-10-03,1646440683,planes TvCO tv,-1231301,2304.21
2021-10-04,1646440683,TvCO planes de television,-1231301,4308.1
2021-10-23,1646440683,planes de television TvCO,-1231305,2303.21
2021-12-27,1646440683,TvCO box,-1231301,111.28
2021-10-03,1646440683,internet casa TvCO,-1231312,2301.1
2021-10-10,12456025132,+TvCO +hogar +contratar,-1231315,3032.32
2021-09-01,1646440683,TvCO televisión,-1231324,3034.32
2021-09-06,1646440683,Ultra wifi TvCO precio,-1231334,1833.8
2021-11-22,1646440683,planes television TvCO,-1231338,2291
2021-12-26,1646440683,TvCO internet fibra optica,-1231338,1130
2021-09-09,1646440683,TvCO fibra,-1231340,1831.3
2021-10-01,1646440683,tripleplay TvCO,-1231340,1831.3
2021-09-27,1646440683,tripleplay TvCO,-1231344,1129
2021-10-21,1646440683,+trio +TvCO,-1231348,3013.32
2021-11-05,1646440683,planes TvCO television,-1231312,3012
2021-12-28,1646440683,+triple +play +TvCO,-1231311,2288
